name,smiles,oxygen,hydrogen,ocratio,hcratio
TLEMUCO,O=CC1OC1C(O)C([O])C(=O)C,6.0,8.0,0.42857142857142855,0.5714285714285714
PRCOOMO2,CCCC(=O)OCO[O],4.0,9.0,0.3076923076923077,0.6923076923076923
C511CO3,O=CCC(C(=O)C)C(=O)O[O],4.0,7.0,0.36363636363636365,0.6363636363636364
T123CAT1O2,[O]Oc1c(O)cc(C)c(C)c1C,2.0,10.0,0.16666666666666666,0.8333333333333334
METHCOACET,CC(=O)OC(=O)C,4.0,6.0,0.4,0.6
PXYLNO3,Cc1ccc(CON(=O)=O)cc1,1.0,9.0,0.1,0.9
CL12PRAOOH,OOCC(Cl)CCl,1.0,5.0,0.16666666666666666,0.8333333333333334
KLIMONIC,OC(=O)CCC(CC(=O)O)C(=O)C,5.0,10.0,0.3333333333333333,0.6666666666666666
TLEMUCCO3,CC(=O)C=CC1OC1C(=O)O[O],5.0,7.0,0.4166666666666667,0.5833333333333334
MC6CO2OOH,O=CC=CC(C)(OO)C(=O)C,3.0,9.0,0.25,0.75
C107O,O=CCC1CC([O])(C(=O)C)C1(C)C,3.0,15.0,0.16666666666666666,0.8333333333333334
HCOCO,O=[C]C=O,2.0,1.0,0.6666666666666666,0.3333333333333333
MALDIALO,O=CC(O)C([O])C=O,4.0,4.0,0.5,0.5
C96NO3,O=N(=O)OCC1CC(C(=O)C)C1(C)C,2.0,15.0,0.11764705882352941,0.8823529411764706
C526O2,OCC(C(C=O)(O[O])C)OO,4.0,7.0,0.36363636363636365,0.6363636363636364
NT124L1O2,[O]Oc1c(C)cc(N(=O)=O)c(C)c1C,1.0,10.0,0.09090909090909091,0.9090909090909091
DNT124LO,O=N(=O)C1=C(C)C2(OOC(C)(C1([O])O)C2(C)O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
C143OOH,OCCC(=C)C(=O)CC(C)(C)C(OO)CCC(=O)C,4.0,22.0,0.15384615384615385,0.8461538461538461
M2BUOL2OOH,CCC(C)(CO)OO,2.0,10.0,0.16666666666666666,0.8333333333333334
TM124OOH,OOc1cc(C)cc(C)c1C,1.0,11.0,0.08333333333333333,0.9166666666666666
MXYMUCO2,[O]OC(C(=O)C)C(O)C1OC1(C)C=O,6.0,10.0,0.375,0.625
HO2C54CO2H,CC(O)CC(C)C(=O)O,3.0,10.0,0.23076923076923078,0.7692307692307693
C58NO3CO2H,OCC(C)(ON(=O)=O)C(O)C(=O)O,5.0,6.0,0.45454545454545453,0.5454545454545454
MXYMUCOH,O=CC1(C)OC1C(O)C(O)C(=O)C,6.0,10.0,0.375,0.625
C7DCCO2,CCCC(=O)C=CC(=O)[O],3.0,9.0,0.25,0.75
C7DCCO3,CCCC(=O)C=CC(=O)O[O],3.0,9.0,0.25,0.75
C116CO,O=CCC(=O)C1CC(C)(C)C1CC=O,3.0,16.0,0.15789473684210525,0.8421052631578947
C821O2,[O]OC(CC(=O)C)C(=O)C(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
C531O,O=COC=CC(=O)C[O],5.0,5.0,0.5,0.5
C6H5O,[O]c1ccccc1,1.0,5.0,0.16666666666666666,0.8333333333333334
C512OOH,OOCCC(=O)CC=O,3.0,7.0,0.3,0.7
HCOC5,CC(=C)C(=O)CO,2.0,7.0,0.2222222222222222,0.7777777777777778
C113NO3,CCCCCC(O)C(CC(=O)CC)ON(=O)=O,3.0,20.0,0.13043478260869565,0.8695652173913043
MBKCOOHOOH,CC(O)(COO)C(=O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
PHIC3OOH,OOC(C)(C)c1ccccc1,1.0,11.0,0.08333333333333333,0.9166666666666666
C7EDCO2,[O]OC(C(=O)C)C(O)C(=O)CC,4.0,10.0,0.2857142857142857,0.7142857142857143
EPXMKTCO2H,CC(=O)C1OC1(C)C(=O)O,5.0,7.0,0.4166666666666667,0.5833333333333334
PBFUO2,CCCC1OC(=O)C(O[O])C1O,5.0,10.0,0.3333333333333333,0.6666666666666666
BCKBO2,[O]OC1CCC(=O)C2CC(C)(C)C2CCC1(C)O,3.0,22.0,0.12,0.88
C4MOHOCO3,[O]OC(=O)C(O)C(=O)C(C)C,4.0,8.0,0.3333333333333333,0.6666666666666666
TLFUO2,[O]OC1C(=O)OC(C)C1O,5.0,6.0,0.45454545454545453,0.5454545454545454
C139OH,OCCC(=C)C1(O)CC(C)(C)C1CCC(=O)O,4.0,19.0,0.17391304347826086,0.8260869565217391
H2MC5NO3,O=N(=O)OCCC(C)C(C)O,2.0,12.0,0.14285714285714285,0.8571428571428571
IPEANO3,CCC(C)CON(=O)=O,1.0,11.0,0.08333333333333333,0.9166666666666666
OCCOHCOH,OC(CO)C=O,3.0,4.0,0.42857142857142855,0.5714285714285714
NDNIPBZLO2,[O]OC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
NDNMXYOLO2,[O]OC1(O)C(=C(N(=O)=O)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)C,5.0,7.0,0.4166666666666667,0.5833333333333334
C622O2,[O]OCC(CO)C(=C)C,2.0,10.0,0.16666666666666666,0.8333333333333334
OCCOHCO2,OC(CO[O])C=O,3.0,4.0,0.42857142857142855,0.5714285714285714
C59O2,OCC(=O)C(C)(CO)O[O],4.0,7.0,0.36363636363636365,0.6363636363636364
TLFUOH,CC1OC(=O)C(O)C1O,5.0,6.0,0.45454545454545453,0.5454545454545454
C139O2,OCCC(=C)C1(O[O])CC(C)(C)C1CCC(=O)O,4.0,19.0,0.17391304347826086,0.8260869565217391
C112O2,CCCCCCC(O)CC(=O)C(C)O[O],3.0,20.0,0.13043478260869565,0.8695652173913043
NMXYFUO2,[O]OC1(C)C(=O)OC(C)C1ON(=O)=O,5.0,8.0,0.38461538461538464,0.6153846153846154
MTBEACHOO,O=COC(C)(C)C[O],4.0,9.0,0.3076923076923077,0.6923076923076923
CHCL2PAN,O=N(=O)OOC(=O)C(Cl)Cl,2.0,1.0,0.6666666666666666,0.3333333333333333
C23O3MCO3H,OOC(=O)C(C)OC(=O)C(=O)C,6.0,7.0,0.46153846153846156,0.5384615384615384
BCKBOO,[O-][O+]=CCCC(=O)C1CC(C)(C)C1CCC(=O)C	,3.0,22.0,0.12,0.88
C7EDCOH,CCC(=O)C(O)C(O)C(=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
HPNC524CO,OCC(ON(=O)=O)C(CO)(OO)C=O,5.0,6.0,0.45454545454545453,0.5454545454545454
PBFUOH,CCCC1OC(=O)C(O)C1O,5.0,10.0,0.3333333333333333,0.6666666666666666
ACCOMECHO,O=CCC(=O)OC(=O)C,5.0,6.0,0.45454545454545453,0.5454545454545454
COO2C3CO3,COC(=O)CC(=O)O[O],5.0,5.0,0.5,0.5
OXYLO,[O]Cc1ccccc1C,1.0,9.0,0.1,0.9
HMVKBO2,OCC(O[O])C(=O)C,3.0,6.0,0.3333333333333333,0.6666666666666666
IPRACBCO2H,CC(=O)OC(C)C(=O)O,5.0,7.0,0.4166666666666667,0.5833333333333334
BIACET,CC(=O)C(=O)C,2.0,6.0,0.25,0.75
DMEBMUPAN,CCC(=O)C=C(C)C1OC1(C)C(=O)OON(=O)=O,5.0,13.0,0.2777777777777778,0.7222222222222222
APINAO2,[O]OC1(C)C(O)CC2CC1C2(C)C,2.0,16.0,0.1111111111111111,0.8888888888888888
HCOCO3H,OOC(=O)C=O,3.0,1.0,0.75,0.25
NOXYOLOOH,OOC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
OXYBPEROOH,OOC1(C)C=CC2OOC1(C)C2O,4.0,10.0,0.2857142857142857,0.7142857142857143
C3ME3CHOO2,O=CCC(C)(C)O[O],2.0,9.0,0.18181818181818182,0.8181818181818182
C7MOCOCO3H,OOC(=O)C(=C(C)C(=O)C(O)C(=O)C)C,5.0,10.0,0.3333333333333333,0.6666666666666666
DETLBIPRO,CCC1=CC2(CC)OOC(C)(C1[O])C2O,4.0,16.0,0.2,0.8
C64O,CC([O])(CC(=O)C)CO,3.0,10.0,0.23076923076923078,0.7692307692307693
M33C3CHO,CCC(C)(C)C=O,1.0,12.0,0.07692307692307693,0.9230769230769231
NOETOL1O2,CCc1c(C)ccc(N(=O)=O)c1O[O],1.0,10.0,0.09090909090909091,0.9090909090909091
PRONOCOMO2,[O]OCC(=O)OCC(=O)C,5.0,7.0,0.4166666666666667,0.5833333333333334
LIMONONIC,CC(=O)CCC(CC(=O)O)C(=C)C,3.0,15.0,0.16666666666666666,0.8333333333333334
C65NO36OOH,CCCCC(COO)ON(=O)=O,2.0,12.0,0.14285714285714285,0.8571428571428571
NBPINBO,[O]CC1(CCC2CC1C2(C)C)ON(=O)=O,2.0,16.0,0.1111111111111111,0.8888888888888888
NC91CO3H,OOC(=O)C1(CCC2CC1C2(C)C)ON(=O)=O,3.0,14.0,0.17647058823529413,0.8235294117647058
C4MOHOCO3H,OOC(=O)C(O)C(=O)C(C)C,4.0,8.0,0.3333333333333333,0.6666666666666666
ENCATECOOH,OOC1(O)C(=C(N(=O)=O)C2OOC1(CC)C2O)O,6.0,7.0,0.46153846153846156,0.5384615384615384
EOX2EOLBO,OCCOC(C)[O],4.0,8.0,0.3333333333333333,0.6666666666666666
C5CO34CO3,[O]OC(=O)CC(=O)C(=O)CC,4.0,7.0,0.36363636363636365,0.6363636363636364
PBZQCO,O=C1C=CC(=O)C(O)C1=O,4.0,3.0,0.5714285714285714,0.42857142857142855
C86O,O=CCC(C(=O)C)C(C)(C)[O],3.0,13.0,0.1875,0.8125
PRCOOPRONE,CCCC(=O)OCC(=O)C,4.0,12.0,0.25,0.75
NONO,CCCCCCC([O])CC,1.0,19.0,0.05,0.95
CH3OOH,COO,1.0,3.0,0.25,0.75
CH3SCH2OOH,CSCOO,1.0,5.0,0.16666666666666666,0.8333333333333334
H2MC5O,[O]CCC(C)C(C)O,2.0,12.0,0.14285714285714285,0.8571428571428571
CH2CLO,[O]CCl,1.0,2.0,0.3333333333333333,0.6666666666666666
CO3C85O,CCCC([O])CC(=O)CC,2.0,15.0,0.11764705882352941,0.8823529411764706
CH2CL2,ClCCl,0.0,2.0,0.0,1.0
PHENO,OC1C2OOC1C([O])(O)C=C2,5.0,5.0,0.5,0.5
IPRACBNO3,CC(=O)OC(C)CON(=O)=O,4.0,9.0,0.3076923076923077,0.6923076923076923
C2H6,CC,0.0,6.0,0.0,1.0
C2H4,C=C,0.0,4.0,0.0,1.0
C2H2,C#C,0.0,2.0,0.0,1.0
C6CO2M2OH,O=CC(C)(O)C(O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
CO13C4OH,OCC(=O)CC=O,3.0,5.0,0.375,0.625
HM33C3O,OCCC(C)(C)[O],2.0,10.0,0.16666666666666666,0.8333333333333334
MPRBNO3CO3,[O]OC(=O)C(C)(C)ON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
C626CHO,O=CCC(CC=O)C(=O)C,3.0,10.0,0.23076923076923078,0.7692307692307693
OXYMUCPAN,O=CC=CC1(C)OC1(C)C(=O)OON(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
C728OH,O=CCC(CO)C(C)(O)CO,4.0,11.0,0.26666666666666666,0.7333333333333333
C712OOH,OOC(C)(CC(=O)C)C(C)O,3.0,12.0,0.2,0.8
INANCO,OCC(C)(ON(=O)=O)C(=O)CON(=O)=O,4.0,7.0,0.36363636363636365,0.6363636363636364
NC728O2,O=CCC(CO)C(C)(O[O])CO[N+](=O)[O-],4.0,11.0,0.26666666666666666,0.7333333333333333
CH3COCLOOH,CC(=O)C(Cl)OO,2.0,4.0,0.3333333333333333,0.6666666666666666
C4NO3COOOH,OOC(C=O)C(C)ON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
C133O,OCCC(=O)C(=O)CC(C)(C)C([O])CCC(=O)C,5.0,20.0,0.2,0.8
CBUT2ENE,CC=CC,0.0,8.0,0.0,1.0
DNOXYOL,Cc1c(C)c(cc(N(=O)=O)c1O)N(=O)=O,1.0,7.0,0.125,0.875
C65NO3PAN,CCCCC(ON(=O)=O)C(=O)OON(=O)=O,3.0,10.0,0.23076923076923078,0.7692307692307693
NDNOETOLO2,CCC12OOC(N(=O)=O)(C2ON(=O)=O)C(O)(O[O])C(=C1C)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
COO2C3CO3H,COC(=O)CC(=O)OO,5.0,5.0,0.5,0.5
HM2C43CO3H,OCC(C)C(C)C(=O)OO,3.0,10.0,0.23076923076923078,0.7692307692307693
CO1H63OOH,OCCCC(OO)CC=O,3.0,10.0,0.23076923076923078,0.7692307692307693
NC728OH,O=CCC(CO)C(C)(O)CO[N+](=O)[O-],4.0,11.0,0.26666666666666666,0.7333333333333333
HO3C5OOH,CCC(O)CCOO,2.0,10.0,0.16666666666666666,0.8333333333333334
C728O2,O=CCC(CO)C(C)(CO)O[O],4.0,11.0,0.26666666666666666,0.7333333333333333
HO14CO2C4,OCCC(=O)CO,3.0,6.0,0.3333333333333333,0.6666666666666666
MO2EOLAOOH,COC(CO)OO,4.0,6.0,0.4,0.6
HO2C54OOH,OOC(C)CC(C)O,2.0,10.0,0.16666666666666666,0.8333333333333334
C41NO3,OCC(ON(=O)=O)C(O)C=O,4.0,5.0,0.4444444444444444,0.5555555555555556
C928OH,OCC(C)(C)C(=O)CCC(=O)C,3.0,15.0,0.16666666666666666,0.8333333333333334
PPN,CCC(=O)OON(=O)=O,2.0,5.0,0.2857142857142857,0.7142857142857143
PXYLAL,O=Cc1ccc(C)cc1,1.0,8.0,0.1111111111111111,0.8888888888888888
CO1C6O2,[O]OCCCCCC=O,2.0,11.0,0.15384615384615385,0.8461538461538461
HEX3ONDOOH,CCCC(=O)CCOO,2.0,11.0,0.15384615384615385,0.8461538461538461
C727O2,[O]OC(CCC(=O)C)C(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
IPBENZO2,[O]Oc1ccccc1C(C)C,1.0,11.0,0.08333333333333333,0.9166666666666666
C915OOH,OOC1CCC(=O)C(C=O)C1(C)C,3.0,13.0,0.1875,0.8125
TBUT2ENE,CC=CC,0.0,8.0,0.0,1.0
CO36C9,CCCC(=O)CCC(=O)CC,2.0,16.0,0.1111111111111111,0.8888888888888888
CO1C6OH,OCCCCCC=O,2.0,11.0,0.15384615384615385,0.8461538461538461
IPBENZOL,CC(C)c1ccccc1O,1.0,11.0,0.08333333333333333,0.9166666666666666
MALANHYO,O=C1OC(=O)C(O)C1[O],6.0,2.0,0.75,0.25
CHOOMCO3H,OOC(=O)COC=O,5.0,3.0,0.625,0.375
TM124BCO2H,OC(=O)c1ccc(C)c(C)c1,2.0,9.0,0.18181818181818182,0.8181818181818182
DNT124LO2,[O]OC1(O)C(=C(C)C2(OOC1(C)C2(C)O)N(=O)=O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
MO2EOLBOOH,OCCOCOO,4.0,6.0,0.4,0.6
NDNIPBLOOH,OOC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
H2M5C65NO3,CC(O)CCC(C)(C)ON(=O)=O,2.0,14.0,0.125,0.875
NPBNZ1O,CCCc1cccc(N(=O)=O)c1[O],1.0,10.0,0.09090909090909091,0.9090909090909091
PBENZOLOH,CCCC12OOC(C2O)C(O)(O)C=C1,5.0,11.0,0.3125,0.6875
PETOLOH,CCC12OOC(C(=CC2(O)O)C)C1O,5.0,11.0,0.3125,0.6875
NEBFUO,CCC1OC(=O)C([O])C1ON(=O)=O,5.0,8.0,0.38461538461538464,0.6153846153846154
NC4DCO2H,O=CC(=CC(=O)O)N(=O)=O,3.0,2.0,0.6,0.4
BR,,0.0,0.0,,
PETLMUCO3H,CCC(=O)C=CC1(C)OC1C(=O)OO,5.0,11.0,0.3125,0.6875
C116CO2H,O=CCC1C(CC1(C)C)C(=O)CCC(=O)O,4.0,17.0,0.19047619047619047,0.8095238095238095
C42NO33O,O=N(=O)OC(C)C(C)[O],2.0,8.0,0.2,0.8
C914OOH,OOC1C(=O)CC(=O)C(C=O)C1(C)C,4.0,11.0,0.26666666666666666,0.7333333333333333
LMLKAO2,O=CCC(CC(O[O])C(=O)C)C(=O)C,4.0,13.0,0.23529411764705882,0.7647058823529411
APINCO,CC1=CCC(CC1O)C(C)(C)[O],2.0,16.0,0.1111111111111111,0.8888888888888888
LMLKAOH,O=CCC(CC(O)C(=O)C)C(=O)C,4.0,13.0,0.23529411764705882,0.7647058823529411
CHOC4OHOOH,OOCC(O)CCC=O,3.0,8.0,0.2727272727272727,0.7272727272727273
IPRBQOH,O=C1C=C(C(C)C)C(=O)C(O)C1O,4.0,10.0,0.2857142857142857,0.7142857142857143
CH3SO2OOH,OOS(=O)(=O)C,0.0,3.0,0.0,1.0
EPXMALKT,O=CC1(C)OC1C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
C620O,O=CCC(=O)C([O])CC=O,4.0,7.0,0.36363636363636365,0.6363636363636364
MNO3COC4O2,CCC(O[O])CC(=O)CON(=O)=O,3.0,10.0,0.23076923076923078,0.7692307692307693
IPEAO2,CC(CO[O])CC,1.0,11.0,0.08333333333333333,0.9166666666666666
PBENZOLO2,CCCC12OOC(C2O)C(O)(O[O])C=C1,5.0,11.0,0.3125,0.6875
APINENE,CC1=CCC2CC1C2(C)C,0.0,16.0,0.0,1.0
CHEXO2,[O]OC1CCCCC1,1.0,11.0,0.08333333333333333,0.9166666666666666
C45O,CC(=C)C[O],1.0,7.0,0.125,0.875
C6PAN18,O=N(=O)OOC(=O)C(C)C(C)C,2.0,11.0,0.15384615384615385,0.8461538461538461
C6PAN19,OCC(C)C(C)C(=O)OON(=O)=O,3.0,10.0,0.23076923076923078,0.7692307692307693
HEXBOOH,CC(CCCC)OO,1.0,13.0,0.07142857142857142,0.9285714285714286
C6PAN10,CCC(C)CC(=O)OON(=O)=O,2.0,11.0,0.15384615384615385,0.8461538461538461
C6PAN11,O=C(OON(=O)=O)CC(C)C(C)O,3.0,10.0,0.23076923076923078,0.7692307692307693
C6PAN12,O=N(=O)OOC(=O)CC(C)C(=O)C,3.0,9.0,0.25,0.75
C6PAN13,OCCC(C)(C)C(=O)OON(=O)=O,3.0,10.0,0.23076923076923078,0.7692307692307693
C6PAN14,OCC(C)(C)CC(=O)OON(=O)=O,3.0,10.0,0.23076923076923078,0.7692307692307693
C6PAN15,CCC(C)(C)C(=O)OON(=O)=O,2.0,11.0,0.15384615384615385,0.8461538461538461
C6PAN16,O=N(=O)OOC(=O)C(C)(C)C(=O)C,3.0,9.0,0.25,0.75
C6PAN17,O=N(=O)OOC(=O)CC(C)(C)C,2.0,11.0,0.15384615384615385,0.8461538461538461
C916O2,O=CCCC(=O)C(C=O)C(C)(C)O[O],4.0,13.0,0.23529411764705882,0.7647058823529411
PGLYOX,CCCC(=O)C=O,2.0,8.0,0.2,0.8
C6H5CH2OH,OCc1ccccc1,1.0,7.0,0.125,0.875
C23O3EOH,CCC(O)OC(=O)C(=O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
ACCOCOMEO,CC(=O)OC(=O)C(=O)C[O],6.0,5.0,0.5454545454545454,0.45454545454545453
C23O3EO2,CCC(O[O])OC(=O)C(=O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
M2BKBOOH,CCC(C)(OO)C(=O)C,2.0,11.0,0.15384615384615385,0.8461538461538461
C6H5CH2O2,[O]OCc1ccccc1,1.0,7.0,0.125,0.875
C916OH,O=CCCC(=O)C(C=O)C(C)(C)O,4.0,13.0,0.23529411764705882,0.7647058823529411
C4M2NO32O,O=N(=O)OC(C)(C)C(C)[O],2.0,10.0,0.16666666666666666,0.8333333333333334
HM33C4OOH,OCCC(C)(C)COO,2.0,12.0,0.14285714285714285,0.8571428571428571
C919OOH,O=CCC(=O)C(CC=O)C(C)(C)OO,4.0,13.0,0.23529411764705882,0.7647058823529411
EPXDLCO3H,OOC(=O)C1OC1C=O,5.0,3.0,0.625,0.375
LIMALOOH,O=CCC(CCC(=O)C)C(C)(CO)OO,4.0,16.0,0.2,0.8
NC2OO,[O-][O+]=CCON(=O)=O,2.0,3.0,0.4,0.6
LIMALOOA,O=CCC(CCC(=O)C)C(=[O+][O-])C,3.0,14.0,0.17647058823529413,0.8235294117647058
OXYQO,OC1C([O])C(=O)C(=C(C)C1=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
NLIMALOOH,O=CCC(CCC(=O)C)C(C)(OO)CO[N+](=O)[O-],4.0,16.0,0.2,0.8
IC4H9O2,[O]OCC(C)C,1.0,9.0,0.1,0.9
PBZMUCCO,CCCC(=O)C(=O)C(O)C1OC1C=O,6.0,11.0,0.35294117647058826,0.6470588235294118
C914CO,O=CC1C(=O)CC(=O)C(=O)C1(C)C,4.0,10.0,0.2857142857142857,0.7142857142857143
CHOOCHO,O=COC=O,4.0,2.0,0.6666666666666666,0.3333333333333333
C515O,[O]CC(=O)C(=O)CC=O,4.0,5.0,0.4444444444444444,0.5555555555555556
TM124MUPAN,O=N(=O)OOC(=O)C1(C)OC1(C)C=CC(=O)C,5.0,11.0,0.3125,0.6875
NEBNZOLO,CCC12OOC(C2ON(=O)=O)C([O])(O)C=C1,5.0,9.0,0.35714285714285715,0.6428571428571429
C813OH,OCC(CC(=O)C(=O)O)C(C)(C)O,5.0,11.0,0.3125,0.6875
C918CO3,[O]OC(=O)C1(O)CCC2CC1C2(C)C,3.0,14.0,0.17647058823529413,0.8235294117647058
DM35EBO2,[O]OC(C)c1cc(C)cc(C)c1,1.0,13.0,0.07142857142857142,0.9285714285714286
ACBUONEBO,CCC(=O)C([O])OC(=O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
PEBQOOH,OOCC(=O)C=C(C(=O)CO)CC,4.0,10.0,0.2857142857142857,0.7142857142857143
NEOPO,[O]CC(C)(C)C,1.0,11.0,0.08333333333333333,0.9166666666666666
C131OOH,OOCCC(=O)C1CC(C)(C)C1CCC(=O)C,3.0,21.0,0.125,0.875
HOCO4C5OOH,OOCC(=O)CC(C)O,3.0,8.0,0.2727272727272727,0.7272727272727273
PR2OHMOX,COCC(C)O,3.0,9.0,0.25,0.75
PETLBPROOH,OOC1(C)C=CC2(CC)OOC1C2O,4.0,12.0,0.25,0.75
C53NO32OOH,CCC(ON(=O)=O)C(C)OO,2.0,10.0,0.16666666666666666,0.8333333333333334
IPECNO3,CCC(C)(C)ON(=O)=O,1.0,11.0,0.08333333333333333,0.9166666666666666
HO36C12,CCCCCCC(O)CCC(O)CC,2.0,24.0,0.07692307692307693,0.9230769230769231
C66CO,CC(CO)C(=O)C(=O)C,3.0,9.0,0.25,0.75
ACETC2H4O,CC(=O)OCC[O],4.0,7.0,0.36363636363636365,0.6363636363636364
C8OHCO2PAN,CCCC(=CC(=O)OON(=O)=O)C(=O)C(O)C=O,5.0,10.0,0.3333333333333333,0.6666666666666666
CCLNO3CO,[O]CC(Cl)ON(=O)=O,2.0,3.0,0.4,0.6
OXYLCO3,[O]OC(=O)c1ccccc1C,2.0,7.0,0.2222222222222222,0.7777777777777778
C6HOCOOOH,OCCC(=O)C(CC)OO,3.0,10.0,0.23076923076923078,0.7692307692307693
HO2C54CHO,CC(CC(C)O)C=O,2.0,11.0,0.15384615384615385,0.8461538461538461
CO2C4CO2H,CC(=O)CCC(=O)O,3.0,7.0,0.3,0.7
NDNT124OOH,OOC1(O)C(=C(C)C2(OOC1(C)C2(C)ON(=O)=O)N(=O)=O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
C47CHO,O=CC(C(C=O)(O)C)O[N+](=O)[O-],4.0,6.0,0.4,0.6
C618OOH,O=CCC(=O)C(C)(C)OO,3.0,9.0,0.25,0.75
OETLBPROOH,CCC1(OO)C=CC2OOC1(C)C2O,4.0,12.0,0.25,0.75
MSA,CS(=O)(=O)O,0.0,3.0,0.0,1.0
CO2C4CO3,CC(=O)CCC(=O)O[O],3.0,7.0,0.3,0.7
C58AO,O=CC([O])C(C)(O)CO,4.0,7.0,0.36363636363636365,0.6363636363636364
CO3C75O2,CCC(=O)CC(CC)O[O],2.0,13.0,0.13333333333333333,0.8666666666666667
CHOOCH2NO3,O=COCON(=O)=O,4.0,3.0,0.5714285714285714,0.42857142857142855
C534O2,O=CC(C(C(=O)OO)(O[O])C)O,5.0,5.0,0.5,0.5
C818OH,OCC(CC(O)C(=O)C)C(=O)C,4.0,12.0,0.25,0.75
C720NO3,O=N(=O)OC1CC=C(C)C(O)C1,2.0,10.0,0.16666666666666666,0.8333333333333334
NPEBQO,CCC1=CC(=O)C([O])C(ON(=O)=O)C1=O,4.0,8.0,0.3333333333333333,0.6666666666666666
C1012O,O=CCC(C)(C)C([O])CCC(=O)C,3.0,17.0,0.15,0.85
C818O2,OCC(CC(O[O])C(=O)C)C(=O)C,4.0,12.0,0.25,0.75
H3C2C4CO3H,CC(=O)C(O)CC(=O)OO,4.0,6.0,0.4,0.6
C4COMOHOOH,CCC(OO)CC(=O)CO,3.0,10.0,0.23076923076923078,0.7692307692307693
TM123BOOH,Cc1c(COO)cccc1C,1.0,11.0,0.08333333333333333,0.9166666666666666
IPMLNHY2OH,O=C1OC(=O)C(O)(C(C)C)C1O,6.0,8.0,0.42857142857142855,0.5714285714285714
ECO3PAN,CCC(=O)C(=O)C(=O)C(=O)OON(=O)=O,5.0,5.0,0.5,0.5
C533O,O=COC(C(C(=O)C)[O])O,6.0,6.0,0.5,0.5
C61CO,CC(=O)CC(=O)C(C)O,3.0,9.0,0.25,0.75
C6M5CO2OOH,OOC(C)(C=O)C=CC(=O)C,3.0,9.0,0.25,0.75
BCLKBOH,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)CO,4.0,21.0,0.16,0.84
NC826OH,O=CCC(CC=O)C(C)(O)CO[N+](=O)[O-],4.0,12.0,0.25,0.75
C128OH,OCCC(=C)C(=O)CC(C)(C)C(O)CC=O,4.0,18.0,0.18181818181818182,0.8181818181818182
HEX3ONANO3,CCC(=O)CC(C)ON(=O)=O,2.0,11.0,0.15384615384615385,0.8461538461538461
BCLKBOC,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)OC,5.0,22.0,0.18518518518518517,0.8148148148148148
M23C4O2,[O]OCC(C)C(C)C,1.0,13.0,0.07142857142857142,0.9285714285714286
CHOPRNO3,O=CC(C)ON(=O)=O,2.0,5.0,0.2857142857142857,0.7142857142857143
C1011NO3,CC(=O)CCC1C(O[N+](=O)[O-])CC1(C)C,2.0,17.0,0.10526315789473684,0.8947368421052632
HM22COCHO,O=CC(=O)C(C)(C)CO,3.0,9.0,0.25,0.75
PENTACID,CCCCC(=O)O,2.0,9.0,0.18181818181818182,0.8181818181818182
MACROH,CC(O)(CO)C=O,3.0,6.0,0.3333333333333333,0.6666666666666666
MACROO,[O-][O+]=CC(=C)C,1.0,6.0,0.14285714285714285,0.8571428571428571
ETHO2HNO3,OOCCON(=O)=O,2.0,4.0,0.3333333333333333,0.6666666666666666
HM33C4OH,OCCC(C)(C)CO,2.0,12.0,0.14285714285714285,0.8571428571428571
CH2OHCCLOH,OCC(O)Cl,2.0,3.0,0.4,0.6
C732CO3,[O]OC(=O)CC(CCC(=O)O)C(=O)C,5.0,10.0,0.3333333333333333,0.6666666666666666
CH2OHCCLO2,OCC(Cl)O[O],2.0,3.0,0.4,0.6
NBZQO2,[O]OC1C(=O)C=CC(=O)C1ON(=O)=O,4.0,4.0,0.5,0.5
HM33C4O2,OCCC(C)(C)CO[O],2.0,12.0,0.14285714285714285,0.8571428571428571
