,name,PAN,Carb. Acid,Ester,Ether,Per. Acid,Hydro peroxide,Nitrate,Aldehyde,Ketone,Alcohol,Criegee,Alkoxy rad,Peroxalkyl rad,Peroxyacyl rad,nogroups,smiles
2624,ETBEBO2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,[O]OC(C)OC(C)(C)C
2625,TM123BPRO2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,[O]OC1C=CC2(C)OOC1(C)C2(C)O
2626,NBUTDBOOH,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OOCC=CCON(=O)=O
2627,C31CO3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,O=COC=CC(=O)O[O]
2628,C92O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,CC(O[O])C(=O)CC(O)CCCC
2629,C822CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CCC(CCC(=O)O)C(=C)C
2630,C924CO,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,OCC(CC(=O)C(=O)C)C(=C)C
2631,C619O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,O=C1CCC(=O)C([O])C1
2632,OXYMUCO2,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,[O]OC(C=O)C(O)C1(C)OC1(C)C=O
2633,C716O2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,O=CCC(=O)CC(O[O])C(=O)C
2634,BUOHFORM,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,CCCC(O)OC=O
2635,TM135MUPAN,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,O=N(=O)OOC(=O)C1(C)OC1C(=CC(=O)C)C
2636,INCOH,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,OCC(O)C(C)(O)CON(=O)=O
2637,PRCOOPROL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCCC(=O)OCC(C)O
2638,INCO2,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,OCC(O[O])C(C)(O)CON(=O)=O
2639,NOXYQOOH,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,OOC1C(ON(=O)=O)C(=O)C(=C(C)C1=O)C
2640,C716OH,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,O=CCC(=O)CC(O)C(=O)C
2641,TM124O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Cc1ccc(C)c(C)c1[O]
2642,C4MCO2OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,OOC(C)(C=O)C(=O)C
2643,OXYMUCOH,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,O=CC(O)C(O)C1(C)OC1(C)C=O
2644,C626O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,O=CCC(C[O])C(=O)C
2645,TM124B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cc1ccc(C)c(C)c1
2646,C121O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,CCCCCCCC(O[O])CC(=O)CC
2647,METLQONE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,CCC1=CC(=O)C=C(C)C1=O
2648,MXYOLO,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,OC1C2(C)C=CC([O])(O)C1(C)OO2
2649,OXYL1OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOc1ccccc1C
2650,TM124MUCO,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,O=CC1(C)OC1(C)C([O])C(O)C(=O)C
2651,H3M3C6OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOCCCC(C)(O)CC
2652,C619CO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,O=C1CCC(=O)C(=O)C1
2653,TMBOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOCc1cc(C)cc(C)c1
2654,HO3C126OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CCCCCCC(OO)CCC(O)CC
2655,ACRO2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,OCC(O[O])C=O
2656,BCKBNO3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,[O-][N+](=O)OC1CCC(=O)C2CC(C)(C)C2CCC1(C)O
2657,C4NO32MOOH,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CCC(C)(OO)CON(=O)=O
2658,C533OOH,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,O=COC(C(C(=O)C)OO)O
2659,BPINANO3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,OCC1(CCC2CC1C2(C)C)ON(=O)=O
2660,C626CO2H,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC(CC(=O)O)C(=O)C
2661,EGLYOOB,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,[O-][O+]=CC(=O)CC
2662,BUTDCOOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OC(COO)C=C
2663,T124NCATO,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,OC1=C(C)C2(OOC(C)(C1([O])O)C2(C)O)N(=O)=O
2664,M22C43OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CC(O)C(C)(C)C
2665,M22C43O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OC(C)C(C)(C)C
2666,NC3H7OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CCCOO
2667,BCALAO,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,O=CCCC(=C)C1CC(C)(C)C1CC([O])C(=O)C
2668,M2BKAO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CC([O])C(C)C(=O)C
2669,DETLMUNO3,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,CCC(=O)C(O)C(C)(ON(=O)=O)C1OC1(CC)C=O
2670,ACROO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[O-][O+]=CC=C
2671,DNOETOL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCc1c(C)c(cc(N(=O)=O)c1O)N(=O)=O
2672,PINALNO3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,O=CCC1(ON(=O)=O)CC(C(=O)C)C1(C)C
2673,PE2ENEBNO3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,CCC(O)C(C)ON(=O)=O
2674,DIEKAOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CC(OO)C(=O)CC
2675,C3M3OHCO3H,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,OOC(=O)C(O)C(C)C
2676,C136CO3H,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,O=CCCC(=C)C1CC(C)(C)C1CCC(=O)OO
2677,C7CO2DBPAN,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,O=CC(=O)C=C(CC)C(=O)OON(=O)=O
2678,ETOMEOH,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,CCOCO
2679,CO1M22PAN,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,O=CC(C)(C)C(=O)OON(=O)=O
2680,NC526O,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,O=CCC(CO[N+](=O)[O-])([O])C
2681,PETLQOOH,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,CCC1(OO)C(=O)C=C(C)C(=O)C1O
2682,C42CHO2O,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,CC([O])(CC)C=O
2683,C23O3MCPAN,1,1,1,1,0,1,0,0,2,1,0,0,0,0,0,O=N(=O)OOC(=O)C(C)OC(=O)C(=O)C
2684,TLEMUCO,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,O=CC1OC1C(O)C([O])C(=O)C
2685,PRCOOMO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CCCC(=O)OCO[O]
2686,C511CO3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC(C(=O)C)C(=O)O[O]
2687,T123CAT1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]Oc1c(O)cc(C)c(C)c1C
2688,METHCOACET,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,CC(=O)OC(=O)C
2689,PXYLNO3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Cc1ccc(CON(=O)=O)cc1
2690,CL12PRAOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOCC(Cl)CCl
2691,KLIMONIC,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,OC(=O)CCC(CC(=O)O)C(=O)C
2692,TLEMUCCO3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,CC(=O)C=CC1OC1C(=O)O[O]
2693,MC6CO2OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,O=CC=CC(C)(OO)C(=O)C
2694,C107O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,O=CCC1CC([O])(C(=O)C)C1(C)C
2695,HCOCO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O=[C]C=O
2696,MALDIALO,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,O=CC(O)C([O])C=O
2697,C96NO3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,O=N(=O)OCC1CC(C(=O)C)C1(C)C
2698,C526O2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,OCC(C(C=O)(O[O])C)OO
2699,NT124L1O2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]Oc1c(C)cc(N(=O)=O)c(C)c1C
2700,DNT124LO,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,O=N(=O)C1=C(C)C2(OOC(C)(C1([O])O)C2(C)O)N(=O)=O
2701,C143OOH,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,OCCC(=C)C(=O)CC(C)(C)C(OO)CCC(=O)C
2702,M2BUOL2OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CCC(C)(CO)OO
2703,TM124OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOc1cc(C)cc(C)c1C
2704,MXYMUCO2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,[O]OC(C(=O)C)C(O)C1OC1(C)C=O
2705,HO2C54CO2H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CC(O)CC(C)C(=O)O
2706,C58NO3CO2H,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,OCC(C)(ON(=O)=O)C(O)C(=O)O
2707,MXYMUCOH,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,O=CC1(C)OC1C(O)C(O)C(=O)C
2708,C7DCCO2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CCCC(=O)C=CC(=O)[O]
2709,C7DCCO3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CCCC(=O)C=CC(=O)O[O]
2710,C116CO,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,O=CCC(=O)C1CC(C)(C)C1CC=O
2711,C821O2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC(CC(=O)C)C(=O)C(=O)C
2712,C531O,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,O=COC=CC(=O)C[O]
2713,C6H5O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[O]c1ccccc1
2714,C512OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,OOCCC(=O)CC=O
2715,HCOC5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,CC(=C)C(=O)CO
2716,C113NO3,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,CCCCCC(O)C(CC(=O)CC)ON(=O)=O
2717,MBKCOOHOOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,CC(O)(COO)C(=O)C(=O)C
2718,PHIC3OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOC(C)(C)c1ccccc1
2719,C7EDCO2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,[O]OC(C(=O)C)C(O)C(=O)CC
2720,EPXMKTCO2H,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,CC(=O)C1OC1(C)C(=O)O
2721,PBFUO2,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,CCCC1OC(=O)C(O[O])C1O
2722,BCKBO2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,[O]OC1CCC(=O)C2CC(C)(C)C2CCC1(C)O
2723,C4MOHOCO3,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,[O]OC(=O)C(O)C(=O)C(C)C
2724,TLFUO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC1C(=O)OC(C)C1O
2725,C139OH,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,OCCC(=C)C1(O)CC(C)(C)C1CCC(=O)O
2726,H2MC5NO3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,O=N(=O)OCCC(C)C(C)O
2727,IPEANO3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CCC(C)CON(=O)=O
2728,OCCOHCOH,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,OC(CO)C=O
2729,NDNIPBZLO2,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,[O]OC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O
2730,NDNMXYOLO2,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,[O]OC1(O)C(=C(N(=O)=O)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)C
2731,C622O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OCC(CO)C(=C)C
2732,OCCOHCO2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,OC(CO[O])C=O
2733,C59O2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,OCC(=O)C(C)(CO)O[O]
2734,TLFUOH,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,CC1OC(=O)C(O)C1O
2735,C139O2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,OCCC(=C)C1(O[O])CC(C)(C)C1CCC(=O)O
2736,C112O2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,CCCCCCC(O)CC(=O)C(C)O[O]
2737,NMXYFUO2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,[O]OC1(C)C(=O)OC(C)C1ON(=O)=O
2738,MTBEACHOO,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,O=COC(C)(C)C[O]
2739,CHCL2PAN,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,O=N(=O)OOC(=O)C(Cl)Cl
2740,C23O3MCO3H,0,1,1,1,0,1,0,0,2,1,0,0,0,0,0,OOC(=O)C(C)OC(=O)C(=O)C
2741,BCKBOO,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,[O-][O+]=CCCC(=O)C1CC(C)(C)C1CCC(=O)C	
2742,C7EDCOH,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,CCC(=O)C(O)C(O)C(=O)C
2743,HPNC524CO,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,OCC(ON(=O)=O)C(CO)(OO)C=O
2744,PBFUOH,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,CCCC1OC(=O)C(O)C1O
2745,ACCOMECHO,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC(=O)OC(=O)C
2746,COO2C3CO3,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,COC(=O)CC(=O)O[O]
2747,OXYLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[O]Cc1ccccc1C
2748,HMVKBO2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,OCC(O[O])C(=O)C
2749,IPRACBCO2H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)OC(C)C(=O)O
2750,BIACET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CC(=O)C(=O)C
2751,DMEBMUPAN,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,CCC(=O)C=C(C)C1OC1(C)C(=O)OON(=O)=O
2752,APINAO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC1(C)C(O)CC2CC1C2(C)C
2753,HCOCO3H,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,OOC(=O)C=O
2754,NOXYOLOOH,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,OOC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O
2755,OXYBPEROOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOC1(C)C=CC2OOC1(C)C2O
2756,C3ME3CHOO2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O=CCC(C)(C)O[O]
2757,C7MOCOCO3H,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,OOC(=O)C(=C(C)C(=O)C(O)C(=O)C)C
2758,DETLBIPRO,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,CCC1=CC2(CC)OOC(C)(C1[O])C2O
2759,C64O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,CC([O])(CC(=O)C)CO
2760,M33C3CHO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CCC(C)(C)C=O
2761,NOETOL1O2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CCc1c(C)ccc(N(=O)=O)c1O[O]
2762,PRONOCOMO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,[O]OCC(=O)OCC(=O)C
2763,LIMONONIC,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CC(=O)CCC(CC(=O)O)C(=C)C
2764,C65NO36OOH,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CCCCC(COO)ON(=O)=O
2765,NBPINBO,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[O]CC1(CCC2CC1C2(C)C)ON(=O)=O
2766,NC91CO3H,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,OOC(=O)C1(CCC2CC1C2(C)C)ON(=O)=O
2767,C4MOHOCO3H,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,OOC(=O)C(O)C(=O)C(C)C
2768,ENCATECOOH,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,OOC1(O)C(=C(N(=O)=O)C2OOC1(CC)C2O)O
2769,EOX2EOLBO,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,OCCOC(C)[O]
2770,C5CO34CO3,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC(=O)CC(=O)C(=O)CC
2771,PBZQCO,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,O=C1C=CC(=O)C(O)C1=O
2772,C86O,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,O=CCC(C(=O)C)C(C)(C)[O]
2773,PRCOOPRONE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CCCC(=O)OCC(=O)C
2774,NONO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCCCCCC([O])CC
2775,CH3OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,COO
2776,CH3SCH2OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CSCOO
2777,H2MC5O,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,[O]CCC(C)C(C)O
2778,CH2CLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[O]CCl
2779,CO3C85O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CCCC([O])CC(=O)CC
2780,CH2CL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClCCl
2781,PHENO,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,OC1C2OOC1C([O])(O)C=C2
2782,IPRACBNO3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CC(=O)OC(C)CON(=O)=O
2783,C2H6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC
2784,C2H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C=C
2785,C2H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C#C
2786,C6CO2M2OH,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,O=CC(C)(O)C(O)C(=O)C
2787,CO13C4OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,OCC(=O)CC=O
2788,HM33C3O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,OCCC(C)(C)[O]
2789,MPRBNO3CO3,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,[O]OC(=O)C(C)(C)ON(=O)=O
2790,C626CHO,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,O=CCC(CC=O)C(=O)C
2791,OXYMUCPAN,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,O=CC=CC1(C)OC1(C)C(=O)OON(=O)=O
2792,C728OH,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,O=CCC(CO)C(C)(O)CO
2793,C712OOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,OOC(C)(CC(=O)C)C(C)O
2794,INANCO,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,OCC(C)(ON(=O)=O)C(=O)CON(=O)=O
2795,NC728O2,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,O=CCC(CO)C(C)(O[O])CO[N+](=O)[O-]
2796,CH3COCLOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CC(=O)C(Cl)OO
2797,C4NO3COOOH,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,OOC(C=O)C(C)ON(=O)=O
2798,C133O,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,OCCC(=O)C(=O)CC(C)(C)C([O])CCC(=O)C
2799,CBUT2ENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC=CC
2800,DNOXYOL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cc1c(C)c(cc(N(=O)=O)c1O)N(=O)=O
2801,C65NO3PAN,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,CCCCC(ON(=O)=O)C(=O)OON(=O)=O
2802,NDNOETOLO2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,CCC12OOC(N(=O)=O)(C2ON(=O)=O)C(O)(O[O])C(=C1C)N(=O)=O
2803,COO2C3CO3H,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,COC(=O)CC(=O)OO
2804,HM2C43CO3H,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,OCC(C)C(C)C(=O)OO
2805,CO1H63OOH,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,OCCCC(OO)CC=O
2806,NC728OH,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,O=CCC(CO)C(C)(O)CO[N+](=O)[O-]
2807,HO3C5OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CCC(O)CCOO
2808,C728O2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,O=CCC(CO)C(C)(CO)O[O]
2809,HO14CO2C4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,OCCC(=O)CO
2810,MO2EOLAOOH,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,COC(CO)OO
2811,HO2C54OOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OOC(C)CC(C)O
2812,C41NO3,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,OCC(ON(=O)=O)C(O)C=O
2813,C928OH,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,OCC(C)(C)C(=O)CCC(=O)C
2814,PPN,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CCC(=O)OON(=O)=O
2815,PXYLAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,O=Cc1ccc(C)cc1
2816,CO1C6O2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,[O]OCCCCCC=O
2817,HEX3ONDOOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CCCC(=O)CCOO
2818,C727O2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC(CCC(=O)C)C(=O)C
2819,IPBENZO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]Oc1ccccc1C(C)C
2820,C915OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,OOC1CCC(=O)C(C=O)C1(C)C
2821,TBUT2ENE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC=CC
2822,CO36C9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,CCCC(=O)CCC(=O)CC
2823,CO1C6OH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,OCCCCCC=O
2824,IPBENZOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CC(C)c1ccccc1O
2825,MALANHYO,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,O=C1OC(=O)C(O)C1[O]
2826,CHOOMCO3H,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,OOC(=O)COC=O
2827,TM124BCO2H,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,OC(=O)c1ccc(C)c(C)c1
2828,DNT124LO2,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,[O]OC1(O)C(=C(C)C2(OOC1(C)C2(C)O)N(=O)=O)N(=O)=O
2829,MO2EOLBOOH,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,OCCOCOO
2830,NDNIPBLOOH,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,OOC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O
2831,H2M5C65NO3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,CC(O)CCC(C)(C)ON(=O)=O
2832,NPBNZ1O,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCCc1cccc(N(=O)=O)c1[O]
2833,PBENZOLOH,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,CCCC12OOC(C2O)C(O)(O)C=C1
2834,PETOLOH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,CCC12OOC(C(=CC2(O)O)C)C1O
2835,NEBFUO,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,CCC1OC(=O)C([O])C1ON(=O)=O
2836,NC4DCO2H,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CC(=CC(=O)O)N(=O)=O
2837,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2838,PETLMUCO3H,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,CCC(=O)C=CC1(C)OC1C(=O)OO
2839,C116CO2H,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC1C(CC1(C)C)C(=O)CCC(=O)O
2840,C42NO33O,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,O=N(=O)OC(C)C(C)[O]
2841,C914OOH,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,OOC1C(=O)CC(=O)C(C=O)C1(C)C
2842,LMLKAO2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,O=CCC(CC(O[O])C(=O)C)C(=O)C
2843,APINCO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CC1=CCC(CC1O)C(C)(C)[O]
2844,LMLKAOH,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,O=CCC(CC(O)C(=O)C)C(=O)C
2845,CHOC4OHOOH,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,OOCC(O)CCC=O
2846,IPRBQOH,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,O=C1C=C(C(C)C)C(=O)C(O)C1O
